State,State_code,Year,State_Minimum_Wage,State_Minimum_Wage_2020_Dollars,Federal_Minimum_Wage,Federal_Minimum_Wage_2020_Dollars,Effective_Minimum_Wage,Effective_Minimum_Wage_2020_Dollars
Montana,MT,1975,1.6,7.69,1.6,7.69,1.6,7.69
Nebraska,NE,1975,1,4.81,1.6,7.69,1.6,7.69
Nevada,NV,1975,1.6,7.69,1.6,7.69,1.6,7.69
New Hampshire,NH,1975,1.6,7.69,1.6,7.69,1.6,7.69
New Jersey,NJ,1975,1.5,7.21,1.6,7.69,1.6,7.69
New Mexico,NM,1975,1.3,6.25,1.6,7.69,1.6,7.69
New York,NY,1975,1.85,8.89,1.6,7.69,1.85,8.89
North Carolina,NC,1975,1.45,6.97,1.6,7.69,1.6,7.69
North Dakota,ND,1975,1,4.81,1.6,7.69,1.6,7.69
Ohio,OH,1975,0.75,3.61,1.6,7.69,1.6,7.69
Oklahoma,OK,1975,1.4,6.73,1.6,7.69,1.6,7.69
Oregon,OR,1975,1.25,6.01,1.6,7.69,1.6,7.69
Pennsylvania,PA,1975,1.6,7.69,1.6,7.69,1.6,7.69
Puerto Rico,None,1975,0.65,3.13,1.6,7.69,1.6,7.69
Rhode Island,RI,1975,1.6,7.69,1.6,7.69,1.6,7.69
South Carolina,SC,1975,0,0,1.6,7.69,1.6,7.69
South Dakota,SD,1975,1,4.81,1.6,7.69,1.6,7.69
Tennessee,TN,1975,0,0,1.6,7.69,1.6,7.69
Texas,TX,1975,1.4,6.73,1.6,7.69,1.6,7.69
U.S. Virgin Islands,None,1975,0,0,1.6,7.69,1.6,7.69
Utah,UT,1975,1.2,5.77,1.6,7.69,1.6,7.69
Vermont,VT,1975,1.6,7.69,1.6,7.69,1.6,7.69
Virginia,VA,1975,0,0,1.6,7.69,1.6,7.69
Washington,WA,1975,1.6,7.69,1.6,7.69,1.6,7.69
West Virginia,WV,1975,1.2,5.77,1.6,7.69,1.6,7.69
Wisconsin,WI,1975,1.45,6.97,1.6,7.69,1.6,7.69
Wyoming,WY,1975,1.5,7.21,1.6,7.69,1.6,7.69
Alabama,AL,1976,0,0,2.2,10,2.2,10
Alaska,AK,1976,2.8,12.73,2.2,10,2.8,12.73
Arizona,AZ,1976,0,0,2.2,10,2.2,10
Arkansas,AR,1976,1.9,8.64,2.2,10,2.2,10
California,CA,1976,2,9.09,2.2,10,2.2,10
Colorado,CO,1976,1,4.55,2.2,10,2.2,10
Connecticut,CT,1976,2.21,10.05,2.2,10,2.21,10.05
Delaware,DE,1976,2,9.09,2.2,10,2.2,10
District of Columbia,DC,1976,2.25,10.23,2.2,10,2.25,10.23
Florida,FL,1976,0,0,2.2,10,2.2,10
Georgia,GA,1976,1.25,5.68,2.2,10,2.2,10
Guam,None,1976,2.3,10.46,2.2,10,2.3,10.46
Hawaii,HI,1976,2.4,10.91,2.2,10,2.4,10.91
Idaho,ID,1976,1.6,7.27,2.2,10,2.2,10
Illinois,IL,1976,2.1,9.55,2.2,10,2.2,10
Indiana,IN,1976,1.25,5.68,2.2,10,2.2,10
Iowa,IA,1976,0,0,2.2,10,2.2,10
Kansas,KS,1976,0,0,2.2,10,2.2,10
Kentucky,KY,1976,1.6,7.27,2.2,10,2.2,10
Louisiana,LA,1976,0,0,2.2,10,2.2,10
Maine,ME,1976,2.3,10.46,2.2,10,2.3,10.46
Maryland,MD,1976,2.2,10,2.2,10,2.2,10
Massachusetts,MA,1976,2.1,9.55,2.2,10,2.2,10
Michigan,MI,1976,2.2,10,2.2,10,2.2,10
Minnesota,MN,1976,1.8,8.18,2.2,10,2.2,10
Mississippi,MS,1976,0,0,2.2,10,2.2,10
Missouri,MO,1976,0,0,2.2,10,2.2,10
Montana,MT,1976,1.8,8.18,2.2,10,2.2,10
Nebraska,NE,1976,1.6,7.27,2.2,10,2.2,10
Nevada,NV,1976,2.2,10,2.2,10,2.2,10
New Hampshire,NH,1976,2.2,10,2.2,10,2.2,10
New Jersey,NJ,1976,2.2,10,2.2,10,2.2,10
New Mexico,NM,1976,2,9.09,2.2,10,2.2,10
New York,NY,1976,2.3,10.46,2.2,10,2.3,10.46
North Carolina,NC,1976,2,9.09,2.2,10,2.2,10
North Dakota,ND,1976,2,9.09,2.2,10,2.2,10
Ohio,OH,1976,1.6,7.27,2.2,10,2.2,10
Oklahoma,OK,1976,1.8,8.18,2.2,10,2.2,10
Oregon,OR,1976,2.3,10.46,2.2,10,2.3,10.46
Pennsylvania,PA,1976,2.2,10,2.2,10,2.2,10
Puerto Rico,None,1976,0.76,3.45,2.2,10,2.2,10
Rhode Island,RI,1976,2.3,10.46,2.2,10,2.3,10.46
South Carolina,SC,1976,0,0,2.2,10,2.2,10
South Dakota,SD,1976,2,9.09,2.2,10,2.2,10
Tennessee,TN,1976,0,0,2.2,10,2.2,10
Texas,TX,1976,1.4,6.36,2.2,10,2.2,10
U.S. Virgin Islands,None,1976,0,0,2.2,10,2.2,10
Utah,UT,1976,1.55,7.05,2.2,10,2.2,10
Vermont,VT,1976,2.3,10.46,2.2,10,2.3,10.46
Virginia,VA,1976,2,9.09,2.2,10,2.2,10
Washington,WA,1976,2.2,10,2.2,10,2.2,10
West Virginia,WV,1976,2,9.09,2.2,10,2.2,10
Wisconsin,WI,1976,2.1,9.55,2.2,10,2.2,10
Wyoming,WY,1976,1.6,7.27,2.2,10,2.2,10
Alabama,AL,1977,0,0,2.2,9.39,2.2,9.39
Alaska,AK,1977,2.8,11.95,2.2,9.39,2.8,11.95
Arizona,AZ,1977,0,0,2.2,9.39,2.2,9.39
Arkansas,AR,1977,1.9,8.11,2.2,9.39,2.2,9.39
California,CA,1977,2,8.54,2.2,9.39,2.2,9.39
Colorado,CO,1977,1,4.27,2.2,9.39,2.2,9.39
Connecticut,CT,1977,2.21,9.43,2.2,9.39,2.21,9.43
Delaware,DE,1977,2,8.54,2.2,9.39,2.2,9.39
District of Columbia,DC,1977,2.25,9.6,2.2,9.39,2.25,9.6
Florida,FL,1977,0,0,2.2,9.39,2.2,9.39
Georgia,GA,1977,1.25,5.34,2.2,9.39,2.2,9.39
Guam,None,1977,2.3,9.82,2.2,9.39,2.3,9.82
Hawaii,HI,1977,2.4,10.24,2.2,9.39,2.4,10.24
Idaho,ID,1977,1.6,6.83,2.2,9.39,2.2,9.39
Illinois,IL,1977,2.1,8.96,2.2,9.39,2.2,9.39
Indiana,IN,1977,1.25,5.34,2.2,9.39,2.2,9.39
Iowa,IA,1977,0,0,2.2,9.39,2.2,9.39
Kansas,KS,1977,0,0,2.2,9.39,2.2,9.39
Kentucky,KY,1977,1.6,6.83,2.2,9.39,2.2,9.39
Louisiana,LA,1977,0,0,2.2,9.39,2.2,9.39
Maine,ME,1977,2.3,9.82,2.2,9.39,2.3,9.82
Maryland,MD,1977,2.2,9.39,2.2,9.39,2.2,9.39
Massachusetts,MA,1977,2.1,8.96,2.2,9.39,2.2,9.39
Michigan,MI,1977,2.2,9.39,2.2,9.39,2.2,9.39
Minnesota,MN,1977,1.8,7.68,2.2,9.39,2.2,9.39
Mississippi,MS,1977,0,0,2.2,9.39,2.2,9.39
Missouri,MO,1977,0,0,2.2,9.39,2.2,9.39
Montana,MT,1977,1.8,7.68,2.2,9.39,2.2,9.39
Nebraska,NE,1977,1.6,6.83,2.2,9.39,2.2,9.39
Nevada,NV,1977,2.2,9.39,2.2,9.39,2.2,9.39
New Hampshire,NH,1977,2.2,9.39,2.2,9.39,2.2,9.39
New Jersey,NJ,1977,2.2,9.39,2.2,9.39,2.2,9.39
New Mexico,NM,1977,2,8.54,2.2,9.39,2.2,9.39
New York,NY,1977,2.3,9.82,2.2,9.39,2.3,9.82
North Carolina,NC,1977,2,8.54,2.2,9.39,2.2,9.39
North Dakota,ND,1977,2,8.54,2.2,9.39,2.2,9.39
Ohio,OH,1977,1.6,6.83,2.2,9.39,2.2,9.39
Oklahoma,OK,1977,1.8,7.68,2.2,9.39,2.2,9.39
Oregon,OR,1977,2.3,9.82,2.2,9.39,2.3,9.82
Pennsylvania,PA,1977,2.2,9.39,2.2,9.39,2.2,9.39
Puerto Rico,None,1977,0.76,3.24,2.2,9.39,2.2,9.39
Rhode Island,RI,1977,2.3,9.82,2.2,9.39,2.3,9.82
South Carolina,SC,1977,0,0,2.2,9.39,2.2,9.39
South Dakota,SD,1977,2,8.54,2.2,9.39,2.2,9.39
Tennessee,TN,1977,0,0,2.2,9.39,2.2,9.39
Texas,TX,1977,1.4,5.98,2.2,9.39,2.2,9.39
U.S. Virgin Islands,None,1977,0,0,2.2,9.39,2.2,9.39
Utah,UT,1977,1.55,6.62,2.2,9.39,2.2,9.39
Vermont,VT,1977,2.3,9.82,2.2,9.39,2.3,9.82
Virginia,VA,1977,2,8.54,2.2,9.39,2.2,9.39
Washington,WA,1977,2.2,9.39,2.2,9.39,2.2,9.39
West Virginia,WV,1977,2,8.54,2.2,9.39,2.2,9.39
Wisconsin,WI,1977,2.1,8.96,2.2,9.39,2.2,9.39
Wyoming,WY,1977,1.6,6.83,2.2,9.39,2.2,9.39
Alabama,AL,1978,0,0,2.2,8.73,2.2,8.73
Alaska,AK,1978,2.8,11.11,2.2,8.73,2.8,11.11
Arizona,AZ,1978,0,0,2.2,8.73,2.2,8.73
Arkansas,AR,1978,1.9,7.54,2.2,8.73,2.2,8.73
California,CA,1978,2,7.93,2.2,8.73,2.2,8.73
Colorado,CO,1978,1,3.97,2.2,8.73,2.2,8.73
Connecticut,CT,1978,2.21,8.77,2.2,8.73,2.21,8.77
Delaware,DE,1978,2,7.93,2.2,8.73,2.2,8.73
District of Columbia,DC,1978,2.25,8.93,2.2,8.73,2.25,8.93
Florida,FL,1978,0,0,2.2,8.73,2.2,8.73
Georgia,GA,1978,1.25,4.96,2.2,8.73,2.2,8.73
Guam,None,1978,2.3,9.12,2.2,8.73,2.3,9.12
Hawaii,HI,1978,2.4,9.52,2.2,8.73,2.4,9.52
Idaho,ID,1978,1.6,6.35,2.2,8.73,2.2,8.73
Illinois,IL,1978,2.1,8.33,2.2,8.73,2.2,8.73
Indiana,IN,1978,1.25,4.96,2.2,8.73,2.2,8.73
Iowa,IA,1978,0,0,2.2,8.73,2.2,8.73
Kansas,KS,1978,0,0,2.2,8.73,2.2,8.73
Kentucky,KY,1978,1.6,6.35,2.2,8.73,2.2,8.73
Louisiana,LA,1978,0,0,2.2,8.73,2.2,8.73
Maine,ME,1978,2.3,9.12,2.2,8.73,2.3,9.12
Maryland,MD,1978,2.2,8.73,2.2,8.73,2.2,8.73
Massachusetts,MA,1978,2.1,8.33,2.2,8.73,2.2,8.73
Michigan,MI,1978,2.2,8.73,2.2,8.73,2.2,8.73
Minnesota,MN,1978,1.8,7.14,2.2,8.73,2.2,8.73
Mississippi,MS,1978,0,0,2.2,8.73,2.2,8.73
Missouri,MO,1978,0,0,2.2,8.73,2.2,8.73
Montana,MT,1978,1.8,7.14,2.2,8.73,2.2,8.73
Nebraska,NE,1978,1.6,6.35,2.2,8.73,2.2,8.73
Nevada,NV,1978,2.2,8.73,2.2,8.73,2.2,8.73
New Hampshire,NH,1978,2.2,8.73,2.2,8.73,2.2,8.73
New Jersey,NJ,1978,2.2,8.73,2.2,8.73,2.2,8.73
New Mexico,NM,1978,2,7.93,2.2,8.73,2.2,8.73
New York,NY,1978,2.3,9.12,2.2,8.73,2.3,9.12
North Carolina,NC,1978,2,7.93,2.2,8.73,2.2,8.73
North Dakota,ND,1978,2,7.93,2.2,8.73,2.2,8.73
Ohio,OH,1978,1.6,6.35,2.2,8.73,2.2,8.73
Oklahoma,OK,1978,1.8,7.14,2.2,8.73,2.2,8.73
Oregon,OR,1978,2.3,9.12,2.2,8.73,2.3,9.12
Pennsylvania,PA,1978,2.2,8.73,2.2,8.73,2.2,8.73
Puerto Rico,None,1978,0.76,3.02,2.2,8.73,2.2,8.73
Rhode Island,RI,1978,2.3,9.12,2.2,8.73,2.3,9.12
South Carolina,SC,1978,0,0,2.2,8.73,2.2,8.73
South Dakota,SD,1978,2,7.93,2.2,8.73,2.2,8.73
Tennessee,TN,1978,0,0,2.2,8.73,2.2,8.73
Texas,TX,1978,1.4,5.55,2.2,8.73,2.2,8.73
U.S. Virgin Islands,None,1978,0,0,2.2,8.73,2.2,8.73
Utah,UT,1978,1.55,6.15,2.2,8.73,2.2,8.73
Vermont,VT,1978,2.3,9.12,2.2,8.73,2.3,9.12
Virginia,VA,1978,2,7.93,2.2,8.73,2.2,8.73
Washington,WA,1978,2.2,8.73,2.2,8.73,2.2,8.73
West Virginia,WV,1978,2,7.93,2.2,8.73,2.2,8.73
Wisconsin,WI,1978,2.1,8.33,2.2,8.73,2.2,8.73
Wyoming,WY,1978,1.6,6.35,2.2,8.73,2.2,8.73
Alabama,AL,1979,0,0,2.9,10.33,2.9,10.33
Alaska,AK,1979,3.4,12.11,2.9,10.33,3.4,12.11
Arizona,AZ,1979,0,0,2.9,10.33,2.9,10.33
Arkansas,AR,1979,2.3,8.19,2.9,10.33,2.9,10.33
California,CA,1979,2.9,10.33,2.9,10.33,2.9,10.33
Colorado,CO,1979,1.9,6.77,2.9,10.33,2.9,10.33
Connecticut,CT,1979,2.91,10.37,2.9,10.33,2.91,10.37
Delaware,DE,1979,2,7.13,2.9,10.33,2.9,10.33
District of Columbia,DC,1979,2.46,8.76,2.9,10.33,2.9,10.33
Florida,FL,1979,0,0,2.9,10.33,2.9,10.33
Georgia,GA,1979,1.23,4.38,2.9,10.33,2.9,10.33
Guam,None,1979,2.9,10.33,2.9,10.33,2.9,10.33
Hawaii,HI,1979,2.65,9.44,2.9,10.33,2.9,10.33
Idaho,ID,1979,2.3,8.19,2.9,10.33,2.9,10.33
Illinois,IL,1979,2.3,8.19,2.9,10.33,2.9,10.33
Indiana,IN,1979,2,7.13,2.9,10.33,2.9,10.33
Iowa,IA,1979,0,0,2.9,10.33,2.9,10.33
Kansas,KS,1979,1.6,5.7,2.9,10.33,2.9,10.33
Kentucky,KY,1979,2,7.13,2.9,10.33,2.9,10.33
Louisiana,LA,1979,0,0,2.9,10.33,2.9,10.33
Maine,ME,1979,2.9,10.33,2.9,10.33,2.9,10.33
Maryland,MD,1979,2.9,10.33,2.9,10.33,2.9,10.33
Massachusetts,MA,1979,2.9,10.33,2.9,10.33,2.9,10.33
Michigan,MI,1979,2.9,10.33,2.9,10.33,2.9,10.33
Minnesota,MN,1979,2.3,8.19,2.9,10.33,2.9,10.33
Mississippi,MS,1979,0,0,2.9,10.33,2.9,10.33
Missouri,MO,1979,0,0,2.9,10.33,2.9,10.33
Montana,MT,1979,2,7.13,2.9,10.33,2.9,10.33
Nebraska,NE,1979,1.6,5.7,2.9,10.33,2.9,10.33
Nevada,NV,1979,2.75,9.8,2.9,10.33,2.9,10.33
New Hampshire,NH,1979,2.9,10.33,2.9,10.33,2.9,10.33
New Jersey,NJ,1979,2.5,8.91,2.9,10.33,2.9,10.33
New Mexico,NM,1979,2.3,8.19,2.9,10.33,2.9,10.33
New York,NY,1979,2.9,10.33,2.9,10.33,2.9,10.33
North Carolina,NC,1979,2.5,8.91,2.9,10.33,2.9,10.33
North Dakota,ND,1979,2.1,7.48,2.9,10.33,2.9,10.33
Ohio,OH,1979,2.3,8.19,2.9,10.33,2.9,10.33
Oklahoma,OK,1979,2,7.13,2.9,10.33,2.9,10.33
Oregon,OR,1979,2.3,8.19,2.9,10.33,2.9,10.33
Pennsylvania,PA,1979,2.9,10.33,2.9,10.33,2.9,10.33
Puerto Rico,None,1979,1.2,4.28,2.9,10.33,2.9,10.33
Rhode Island,RI,1979,2.3,8.19,2.9,10.33,2.9,10.33
South Carolina,SC,1979,0,0,2.9,10.33,2.9,10.33
South Dakota,SD,1979,2.3,8.19,2.9,10.33,2.9,10.33
Tennessee,TN,1979,0,0,2.9,10.33,2.9,10.33
Texas,TX,1979,1.4,4.99,2.9,10.33,2.9,10.33
U.S. Virgin Islands,None,1979,2.9,10.33,2.9,10.33,2.9,10.33
Utah,UT,1979,2.2,7.84,2.9,10.33,2.9,10.33
Vermont,VT,1979,2.9,10.33,2.9,10.33,2.9,10.33
Virginia,VA,1979,2.35,8.37,2.9,10.33,2.9,10.33
Washington,WA,1979,2.3,8.19,2.9,10.33,2.9,10.33
West Virginia,WV,1979,2.2,7.84,2.9,10.33,2.9,10.33
Wisconsin,WI,1979,2.8,9.98,2.9,10.33,2.9,10.33
Wyoming,WY,1979,1.6,5.7,2.9,10.33,2.9,10.33
Alabama,AL,1980,0,0,3.1,9.73,3.1,9.73
Alaska,AK,1980,3.6,11.3,3.1,9.73,3.6,11.3
Arizona,AZ,1980,0,0,3.1,9.73,3.1,9.73
Arkansas,AR,1980,2.55,8,3.1,9.73,3.1,9.73
California,CA,1980,2.9,9.1,3.1,9.73,3.1,9.73
Colorado,CO,1980,1.9,5.96,3.1,9.73,3.1,9.73
Connecticut,CT,1980,3.12,9.79,3.1,9.73,3.12,9.79
Delaware,DE,1980,2,6.28,3.1,9.73,3.1,9.73
District of Columbia,DC,1980,2.5,7.85,3.1,9.73,3.1,9.73
Florida,FL,1980,0,0,3.1,9.73,3.1,9.73
Georgia,GA,1980,1.25,3.92,3.1,9.73,3.1,9.73
Guam,None,1980,3.1,9.73,3.1,9.73,3.1,9.73
Hawaii,HI,1980,2.9,9.1,3.1,9.73,3.1,9.73
Idaho,ID,1980,2.3,7.22,3.1,9.73,3.1,9.73
Illinois,IL,1980,2.3,7.22,3.1,9.73,3.1,9.73
Indiana,IN,1980,2,6.28,3.1,9.73,3.1,9.73
Iowa,IA,1980,0,0,3.1,9.73,3.1,9.73
Kansas,KS,1980,1.6,5.02,3.1,9.73,3.1,9.73
Kentucky,KY,1980,2.15,6.75,3.1,9.73,3.1,9.73
Louisiana,LA,1980,0,0,3.1,9.73,3.1,9.73
Maine,ME,1980,3.1,9.73,3.1,9.73,3.1,9.73
Maryland,MD,1980,3.1,9.73,3.1,9.73,3.1,9.73
Massachusetts,MA,1980,3.1,9.73,3.1,9.73,3.1,9.73
Michigan,MI,1980,3.1,9.73,3.1,9.73,3.1,9.73
Minnesota,MN,1980,2.9,9.1,3.1,9.73,3.1,9.73
Mississippi,MS,1980,0,0,3.1,9.73,3.1,9.73
Missouri,MO,1980,0,0,3.1,9.73,3.1,9.73
Montana,MT,1980,2,6.28,3.1,9.73,3.1,9.73
Nebraska,NE,1980,1.6,5.02,3.1,9.73,3.1,9.73
Nevada,NV,1980,2.75,8.63,3.1,9.73,3.1,9.73
New Hampshire,NH,1980,3.1,9.73,3.1,9.73,3.1,9.73
New Jersey,NJ,1980,3.1,9.73,3.1,9.73,3.1,9.73
New Mexico,NM,1980,2.65,8.32,3.1,9.73,3.1,9.73
New York,NY,1980,3.1,9.73,3.1,9.73,3.1,9.73
North Carolina,NC,1980,2.75,8.63,3.1,9.73,3.1,9.73
North Dakota,ND,1980,2.6,8.16,3.1,9.73,3.1,9.73
Ohio,OH,1980,2.3,7.22,3.1,9.73,3.1,9.73
Oklahoma,OK,1980,2,6.28,3.1,9.73,3.1,9.73
Oregon,OR,1980,2.9,9.1,3.1,9.73,3.1,9.73
Pennsylvania,PA,1980,3.1,9.73,3.1,9.73,3.1,9.73
Puerto Rico,None,1980,1.2,3.77,3.1,9.73,3.1,9.73
Rhode Island,RI,1980,2.65,8.32,3.1,9.73,3.1,9.73
South Carolina,SC,1980,0,0,3.1,9.73,3.1,9.73
South Dakota,SD,1980,2.3,7.22,3.1,9.73,3.1,9.73
Tennessee,TN,1980,0,0,3.1,9.73,3.1,9.73
Texas,TX,1980,1.4,4.39,3.1,9.73,3.1,9.73
U.S. Virgin Islands,None,1980,3.1,9.73,3.1,9.73,3.1,9.73
Utah,UT,1980,2.35,7.38,3.1,9.73,3.1,9.73
Vermont,VT,1980,3.1,9.73,3.1,9.73,3.1,9.73
Virginia,VA,1980,2.35,7.38,3.1,9.73,3.1,9.73
Washington,WA,1980,2.3,7.22,3.1,9.73,3.1,9.73
West Virginia,WV,1980,2.2,6.91,3.1,9.73,3.1,9.73
Wisconsin,WI,1980,3,9.42,3.1,9.73,3.1,9.73
Wyoming,WY,1980,1.6,5.02,3.1,9.73,3.1,9.73
Alabama,AL,1981,0,0,3.35,9.53,3.35,9.53
Alaska,AK,1981,3.85,10.96,3.35,9.53,3.85,10.96
Arizona,AZ,1981,0,0,3.35,9.53,3.35,9.53
Arkansas,AR,1981,2.7,7.68,3.35,9.53,3.35,9.53
California,CA,1981,3.35,9.53,3.35,9.53,3.35,9.53
Colorado,CO,1981,1.9,5.41,3.35,9.53,3.35,9.53
Connecticut,CT,1981,3.37,9.59,3.35,9.53,3.37,9.59
Delaware,DE,1981,2,5.69,3.35,9.53,3.35,9.53
District of Columbia,DC,1981,2.5,7.11,3.35,9.53,3.35,9.53
Florida,FL,1981,0,0,3.35,9.53,3.35,9.53
Georgia,GA,1981,1.25,3.56,3.35,9.53,3.35,9.53
Guam,None,1981,3.35,9.53,3.35,9.53,3.35,9.53
Hawaii,HI,1981,3.1,8.82,3.35,9.53,3.35,9.53
Idaho,ID,1981,2.3,6.54,3.35,9.53,3.35,9.53
Illinois,IL,1981,2.3,6.54,3.35,9.53,3.35,9.53
Indiana,IN,1981,2,5.69,3.35,9.53,3.35,9.53
Iowa,IA,1981,0,0,3.35,9.53,3.35,9.53
Kansas,KS,1981,1.6,4.55,3.35,9.53,3.35,9.53
Kentucky,KY,1981,2.15,6.12,3.35,9.53,3.35,9.53
Louisiana,LA,1981,0,0,3.35,9.53,3.35,9.53
Maine,ME,1981,3.35,9.53,3.35,9.53,3.35,9.53
Maryland,MD,1981,3.35,9.53,3.35,9.53,3.35,9.53
Massachusetts,MA,1981,3.35,9.53,3.35,9.53,3.35,9.53
Michigan,MI,1981,3.35,9.53,3.35,9.53,3.35,9.53
Minnesota,MN,1981,3.1,8.82,3.35,9.53,3.35,9.53
Mississippi,MS,1981,0,0,3.35,9.53,3.35,9.53
Missouri,MO,1981,0,0,3.35,9.53,3.35,9.53
Montana,MT,1981,2,5.69,3.35,9.53,3.35,9.53
Nebraska,NE,1981,1.6,4.55,3.35,9.53,3.35,9.53
Nevada,NV,1981,2.75,7.83,3.35,9.53,3.35,9.53
New Hampshire,NH,1981,3.35,9.53,3.35,9.53,3.35,9.53
New Jersey,NJ,1981,3.35,9.53,3.35,9.53,3.35,9.53
New Mexico,NM,1981,2.9,8.25,3.35,9.53,3.35,9.53
New York,NY,1981,3.35,9.53,3.35,9.53,3.35,9.53
North Carolina,NC,1981,2.9,8.25,3.35,9.53,3.35,9.53
North Dakota,ND,1981,2.8,7.97,3.35,9.53,3.35,9.53
Ohio,OH,1981,2.3,6.54,3.35,9.53,3.35,9.53
Oklahoma,OK,1981,3.1,8.82,3.35,9.53,3.35,9.53
Oregon,OR,1981,3.1,8.82,3.35,9.53,3.35,9.53
Pennsylvania,PA,1981,3.35,9.53,3.35,9.53,3.35,9.53
Puerto Rico,None,1981,1.2,3.41,3.35,9.53,3.35,9.53
Rhode Island,RI,1981,2.9,8.25,3.35,9.53,3.35,9.53
South Carolina,SC,1981,0,0,3.35,9.53,3.35,9.53
South Dakota,SD,1981,2.3,6.54,3.35,9.53,3.35,9.53
Tennessee,TN,1981,0,0,3.35,9.53,3.35,9.53
Texas,TX,1981,1.4,3.98,3.35,9.53,3.35,9.53
U.S. Virgin Islands,None,1981,3.35,9.53,3.35,9.53,3.35,9.53
Utah,UT,1981,2.5,7.11,3.35,9.53,3.35,9.53
Vermont,VT,1981,3.35,9.53,3.35,9.53,3.35,9.53
Virginia,VA,1981,2.65,7.54,3.35,9.53,3.35,9.53
Washington,WA,1981,2.3,6.54,3.35,9.53,3.35,9.53
West Virginia,WV,1981,2.75,7.83,3.35,9.53,3.35,9.53
Wisconsin,WI,1981,3.25,9.25,3.35,9.53,3.35,9.53
Wyoming,WY,1981,1.6,4.55,3.35,9.53,3.35,9.53
Alabama,AL,1982,0,0,3.35,8.98,3.35,8.98
Alaska,AK,1982,3.85,10.32,3.35,8.98,3.85,10.32
Arizona,AZ,1982,0,0,3.35,8.98,3.35,8.98
Arkansas,AR,1982,2.7,7.24,3.35,8.98,3.35,8.98
California,CA,1982,3.35,8.98,3.35,8.98,3.35,8.98
Colorado,CO,1982,1.9,5.09,3.35,8.98,3.35,8.98
Connecticut,CT,1982,3.37,9.03,3.35,8.98,3.37,9.03
Delaware,DE,1982,2,5.36,3.35,8.98,3.35,8.98
District of Columbia,DC,1982,2.5,6.7,3.35,8.98,3.35,8.98
Florida,FL,1982,0,0,3.35,8.98,3.35,8.98
Georgia,GA,1982,1.25,3.35,3.35,8.98,3.35,8.98
Guam,None,1982,3.35,8.98,3.35,8.98,3.35,8.98
Hawaii,HI,1982,3.1,8.31,3.35,8.98,3.35,8.98
Idaho,ID,1982,2.3,6.16,3.35,8.98,3.35,8.98
Illinois,IL,1982,2.3,6.16,3.35,8.98,3.35,8.98
Indiana,IN,1982,2,5.36,3.35,8.98,3.35,8.98
Iowa,IA,1982,0,0,3.35,8.98,3.35,8.98
Kansas,KS,1982,1.6,4.29,3.35,8.98,3.35,8.98
Kentucky,KY,1982,2.15,5.76,3.35,8.98,3.35,8.98
Louisiana,LA,1982,0,0,3.35,8.98,3.35,8.98
Maine,ME,1982,3.35,8.98,3.35,8.98,3.35,8.98
Maryland,MD,1982,3.35,8.98,3.35,8.98,3.35,8.98
Massachusetts,MA,1982,3.35,8.98,3.35,8.98,3.35,8.98
Michigan,MI,1982,3.35,8.98,3.35,8.98,3.35,8.98
Minnesota,MN,1982,3.1,8.31,3.35,8.98,3.35,8.98
Mississippi,MS,1982,0,0,3.35,8.98,3.35,8.98
Missouri,MO,1982,0,0,3.35,8.98,3.35,8.98
Montana,MT,1982,2,5.36,3.35,8.98,3.35,8.98
Nebraska,NE,1982,1.6,4.29,3.35,8.98,3.35,8.98
Nevada,NV,1982,2.75,7.37,3.35,8.98,3.35,8.98
New Hampshire,NH,1982,3.35,8.98,3.35,8.98,3.35,8.98
New Jersey,NJ,1982,3.35,8.98,3.35,8.98,3.35,8.98
New Mexico,NM,1982,2.9,7.77,3.35,8.98,3.35,8.98
New York,NY,1982,3.35,8.98,3.35,8.98,3.35,8.98
North Carolina,NC,1982,2.9,7.77,3.35,8.98,3.35,8.98
North Dakota,ND,1982,2.8,7.51,3.35,8.98,3.35,8.98
Ohio,OH,1982,2.3,6.16,3.35,8.98,3.35,8.98
Oklahoma,OK,1982,3.1,8.31,3.35,8.98,3.35,8.98
Oregon,OR,1982,3.1,8.31,3.35,8.98,3.35,8.98
Pennsylvania,PA,1982,3.35,8.98,3.35,8.98,3.35,8.98
Puerto Rico,None,1982,1.2,3.22,3.35,8.98,3.35,8.98
Rhode Island,RI,1982,2.9,7.77,3.35,8.98,3.35,8.98
South Carolina,SC,1982,0,0,3.35,8.98,3.35,8.98
South Dakota,SD,1982,2.3,6.16,3.35,8.98,3.35,8.98
Tennessee,TN,1982,0,0,3.35,8.98,3.35,8.98
Texas,TX,1982,1.4,3.75,3.35,8.98,3.35,8.98
U.S. Virgin Islands,None,1982,3.35,8.98,3.35,8.98,3.35,8.98
Utah,UT,1982,2.5,6.7,3.35,8.98,3.35,8.98
Vermont,VT,1982,3.35,8.98,3.35,8.98,3.35,8.98
Virginia,VA,1982,2.65,7.1,3.35,8.98,3.35,8.98
Washington,WA,1982,2.3,6.16,3.35,8.98,3.35,8.98
West Virginia,WV,1982,2.75,7.37,3.35,8.98,3.35,8.98
Wisconsin,WI,1982,3.25,8.71,3.35,8.98,3.35,8.98
Wyoming,WY,1982,1.6,4.29,3.35,8.98,3.35,8.98
Alabama,AL,1983,0,0,3.35,8.7,3.35,8.7
Alaska,AK,1983,3.85,10,3.35,8.7,3.85,10
